Subject,ROI,Condition,TTP_grand,PeakAmp_grand,Baseline,Peak_amp,Peak_time
SUB730,6,Cond1,3,1.2106088478946941,-0.35596639793281626,1.4483137605512477,3
SUB730,6,Cond2,3,1.2106088478946941,-0.28327830219780253,1.8487041291208794,3
SUB730,7,Cond1,3,1.2106088478946941,0.0581130838709678,2.1502300580645155,3
SUB730,7,Cond2,3,1.2106088478946941,-0.4094382256097561,3.9962360142276423,3
SUB732,1,Cond1,3,1.726605921459334,-0.3555170034602077,1.5733032733564019,3
SUB732,1,Cond2,3,1.726605921459334,-0.7596749610389603,2.075094609523809,3
SUB732,2,Cond1,3,1.726605921459334,-0.19087495294117657,1.502340303921569,3
SUB732,2,Cond2,3,1.726605921459334,-0.4006863401015228,1.455143313028765,3
SUB732,3,Cond1,3,1.726605921459334,-0.2682449295276872,1.3704937330021718,4
SUB732,3,Cond2,3,1.726605921459334,-0.03161150847457627,0.9839037062146894,3
SUB732,4,Cond1,3,1.726605921459334,-0.2742692121212122,1.3136640606060606,3
SUB732,4,Cond2,3,1.726605921459334,-0.5821450864197533,1.5480031069958846,5
SUB732,5,Cond1,3,1.726605921459334,0.0,0.0,3
SUB732,5,Cond2,3,1.726605921459334,0.0,0.0,3
SUB732,6,Cond1,3,1.726605921459334,-0.299000347826087,1.1840625072463768,3
SUB732,6,Cond2,3,1.726605921459334,-1.3766207322834654,3.3758715669291344,4
SUB732,7,Cond1,3,1.726605921459334,-0.4773906666666667,1.633512,3
SUB732,7,Cond2,3,1.726605921459334,-1.349553708333333,2.856409333333333,3
SUB734,1,Cond1,4,7.627903095423016,-0.44697333333333333,4.208180546296296,3
SUB734,1,Cond2,4,7.627903095423016,-0.053974308411214825,7.524200387850464,4
SUB734,2,Cond1,4,7.627903095423016,4.304746,1.914228333333333,3
SUB734,2,Cond2,4,7.627903095423016,0.5527599605263157,3.643267214912281,4
SUB734,3,Cond1,4,7.627903095423016,0.0,0.0,3
SUB734,3,Cond2,4,7.627903095423016,0.9429169894366196,6.568714318075118,4
SUB734,4,Cond1,4,7.627903095423016,1.7789947391304357,10.779594724637679,3
SUB734,4,Cond2,4,7.627903095423016,0.0,0.0,3
SUB734,5,Cond1,4,7.627903095423016,0.0,0.0,3
SUB734,5,Cond2,4,7.627903095423016,0.7275121578947369,2.890166947368421,3
SUB734,6,Cond1,4,7.627903095423016,1.2571501444444442,7.186302214814815,3
SUB734,6,Cond2,4,7.627903095423016,-0.21931106666666683,7.060008455555558,3
SUB734,7,Cond1,4,7.627903095423016,2.0324914933333336,6.161003475555557,4
SUB734,7,Cond2,4,7.627903095423016,-0.9248525217391297,9.538142275362317,4
SUB735,1,Cond1,3,1.2613360082477316,0.12085460086956529,1.8205516414492753,4
SUB735,1,Cond2,3,1.2613360082477316,0.059554061276595724,2.3751477262411336,4
SUB735,2,Cond1,3,1.2613360082477316,0.016196533270852874,1.223298593252109,3
SUB735,2,Cond2,3,1.2613360082477316,0.054762380254154266,2.0354931746497242,4
SUB735,3,Cond1,3,1.2613360082477316,-0.010311624685138542,0.9844038852504898,3
SUB735,3,Cond2,3,1.2613360082477316,0.034703883739198735,1.346921465566903,4
SUB735,4,Cond1,3,1.2613360082477316,-0.028640012032085552,1.5844021007130127,3
SUB735,4,Cond2,3,1.2613360082477316,-0.1788895113636365,1.7850824678030306,3
SUB735,5,Cond1,3,1.2613360082477316,-0.022480602897411432,1.03160508700277,3
SUB735,5,Cond2,3,1.2613360082477316,-0.04505608508641292,1.2903386313231868,3
SUB735,6,Cond1,3,1.2613360082477316,-0.10926771518987352,1.7217461882911393,3
SUB735,6,Cond2,3,1.2613360082477316,-0.139047925667828,1.2072334053426244,3
SUB735,7,Cond1,3,1.2613360082477316,-0.23991751882845191,1.0409863207810321,3
SUB735,7,Cond2,3,1.2613360082477316,-0.2706122718446601,2.657492877022654,4
SUB736,1,Cond1,4,1.3738578434500004,0.19032450749063698,1.3642149628589257,5
SUB736,1,Cond2,4,1.3738578434500004,0.21139066426512967,1.9301286046385675,5
SUB736,2,Cond1,4,1.3738578434500004,0.21356054280933096,1.7444257963798577,4
SUB736,2,Cond2,4,1.3738578434500004,0.19744115372035978,2.0953498822523295,4
SUB736,3,Cond1,4,1.3738578434500004,0.09104787512588122,1.1011291682394433,5
SUB736,3,Cond2,4,1.3738578434500004,0.05805099516925567,1.0903100288175114,5
SUB736,4,Cond1,4,1.3738578434500004,0.16590932548618245,1.7808033578983264,4
SUB736,4,Cond2,4,1.3738578434500004,0.1005536408668731,1.1450914360165123,4
SUB736,5,Cond1,4,1.3738578434500004,0.061752918622848145,0.8471179989567037,5
SUB736,5,Cond2,4,1.3738578434500004,0.049086122818615276,1.148042752222597,5
SUB736,6,Cond1,4,1.3738578434500004,0.08817940297121629,1.3464414442066843,4
SUB736,6,Cond2,4,1.3738578434500004,0.09127085081967208,1.2701527983606562,4
SUB736,7,Cond1,4,1.3738578434500004,0.14611905427408398,1.7403466856625964,4
SUB736,7,Cond2,4,1.3738578434500004,0.0147546984126984,1.7779167312169315,4
